seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
621,19,19,after-pEqn,point,19448973259,40000000000,24834343603
622,-1,19,kOmegaSST.correct,enter,19448973259,40000000000,24834343603
623,-1,19,kOmegaSST.afterGradients,point,21147677123,40000000000,24834343603
624,-1,19,kOmegaSST.omegaEqn.before,point,21151844627,40000000000,24834343603
625,-1,19,PDE.solveImpl.beforeAssemble,point,21151844627,40000000000,24834343603
626,-1,19,PDE.solveImpl.afterAssemble,point,21151844627,40000000000,24834343603
627,-1,19,PDE.solveImpl.beforeSolve,point,21151844627,40000000000,24834343603
628,-1,19,PDE.solveImpl.afterSolve,point,21151844627,40000000000,24834343603
629,-1,19,kOmegaSST.omegaEqn.after,point,21151844627,40000000000,24834343603
630,-1,19,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
631,-1,19,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
632,-1,19,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
633,-1,19,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
634,-1,19,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
635,-1,19,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
636,-1,19,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
637,19,19,after-turb,point,19448973259,40000000000,24834343603
638,19,19,timeStep,exit,19448973259,40000000000,24834343603
639,20,20,timeStep,enter,19448973259,40000000000,24834343603
640,20,20,step-start,point,19448973259,40000000000,24834343603
641,20,20,momentumSolve,enter,19448973259,40000000000,24834343603
642,-1,20,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
643,-1,20,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
644,-1,20,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
645,-1,20,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
646,20,20,momentumSolve,exit,19448973259,40000000000,24834343603
647,20,20,after-UEqn,point,19448973259,40000000000,24834343603
648,20,20,pEqn,enter,21494524955,40000000000,24834343603
649,-1,20,PDE.solveImpl.beforeAssemble,point,21494524955,40000000000,24834343603
650,-1,20,PDE.solveImpl.afterAssemble,point,21494524955,40000000000,24834343603
651,-1,20,PDE.solveImpl.beforeSolve,point,21494524955,40000000000,24834343603
652,-1,20,PDE.solveImpl.afterSolve,point,21494524955,40000000000,24834343603
653,20,20,pEqn,exit,21494524955,40000000000,24834343603
654,20,20,after-pEqn,point,19448973259,40000000000,24834343603
