seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
354,-1,11,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
355,-1,11,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
356,-1,11,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
357,-1,11,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
358,-1,11,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
359,-1,11,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
360,-1,11,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
361,-1,11,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
362,-1,11,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
363,-1,11,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
364,-1,11,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
365,-1,11,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
366,-1,11,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
367,-1,11,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
368,-1,11,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
369,11,11,after-turb,point,20055572111,40000000000,25600529207
370,11,11,timeStep,exit,20055572111,40000000000,25600529207
371,12,12,timeStep,enter,20055572111,40000000000,25600529207
372,12,12,step-start,point,20055572111,40000000000,25600529207
373,12,12,momentumSolve,enter,20055572111,40000000000,25600529207
